,SEDOL,ticker,name,ESG
4389,BYQDNJ0,601985,China National Nuclear Power Co. Ltd. Class A,N
4390,BDJ0CR2,BMPS,Banca Monte dei Paschi di Siena SPA,Y
4391,B1BFBC9,GODREJIND,Godrej Industries Ltd.,Y
4392,BHHD4Q4,1896,Maoyan Entertainment,N
4393,B1GPBP7,DFM,Dubai Financial Market PJSC,Y
4394,BP3R411,601901,Founder Securities Co. Ltd.,N
4395,6089724,BYSD,Bayside Land Corp.,N
4396,6535443,5300,Lotte Chilsung Beverage Co. Ltd.,N
4397,B1X3KP7,SQN,Swissquote Group Holding SA,N
4398,6485968,5988,Piolax Inc.,N
4399,B1VD2Z3,EVEN3,Even Construtora e Incorporadora SA,Y
4400,B6SKWR4,31430,Shinsegae International Inc.,Y
4401,6357603,5715,Furukawa Co. Ltd.,N
4402,B1WP656,DNORD,D/S Norden A/S,Y
4403,6045823,8342,Aomori Bank Ltd.,N
4404,BFWVPW2,MVC,Metrovacesa SA,Y
4405,BV9FKS0,1302,Lifetech Scientific Corp.,Y
4406,BBGTNT7,MT,Maire Tecnimont SPA,Y
4407,6002981,RBD,Restaurant Brands New Zealand Ltd.,N
4408,6597681,8131,Mitsuuroko Group Holdings Co. Ltd.,Y
4409,BG20N99,601138,Foxconn Industrial Internet Co. Ltd.,N
4410,BYQ1MZ3,192080,DoubleUGames Co. Ltd.,Y
4411,6336248,3042,TXC Corp.,Y
4412,6388700,525,Guangshen Railway Co. Ltd.,N
4413,BFH4PZ9,SEER3,Ser Educacional SA,Y
4414,6510279,250,Sam Chun Dang Pharm Co. Ltd.,Y
4415,5558203,SKB,Koenig & Bauer AG,Y
4416,6113429,VS,VS Industry Bhd.,Y
4417,5769470,TTK,Takkt AG,Y
4418,B1WT3H9,9410,Taeyoung Engineering & Construction Co. Ltd.,Y
4419,BP3R6C6,600588,Yonyou Network Technology Co. Ltd. Class A,N
4420,BSTLJW4,178920,SKCKOLONPI Inc.,N
4421,6677174,F25U,Fortune REIT,N
4422,B1DN3X6,3983,China BlueChemical Ltd.,Y
4423,5770911,WUW,Wuestenrot & Wuerttembergische AG,N
4424,BYYNHM3,1622,Redco Properties Group Ltd.,Y
4425,6391935,921,Hisense Home Appliances Group Co. Ltd.,N
4426,B657MH8,OV8,Sheng Siong Group Ltd.,N
4427,6787084,2206,Sanyang Motor Co. Ltd.,Y
4428,BF13K02,SIG,Sigma Healthcare Ltd.,Y
4429,B0C5TJ4,78160,Medipost Co. Ltd.,Y
4430,BH3JLY3,RDI,Redefine International plc/Isle of Man,Y
4431,BZ02Q91,GOCO,GoCo Group plc,N
4432,2905879,UNIP6,Unipar Carbocloro SA Preference Shares,Y
4433,6250360,1822,Daiho Corp.,N
4434,B5MSTC1,3608,TSI Holdings Co. Ltd.,N
4435,BHB0NV9,GDI,GDI PROPERTY GROUP,N
4436,B5B5C13,BANE,Bashneft PJSC,N
4437,6692702,9945,Plenus Co. Ltd.,N
4438,B07LTC0,HEXAWARE,Hexaware Technologies Ltd.,Y
4439,B6S2Z37,2867,Mercuries Life Insurance Co. Ltd.,Y
4440,B0ZJXW4,DCBBANK,DCB Bank Ltd.,Y
4441,6880983,3302,Teikoku Sen-I Co. Ltd.,N
4442,B457NQ0,CHDRAUIB,Grupo Comercial Chedraui SA de CV,Y
4443,BBQ2ZC3,3186,Nextage Co. Ltd.,Y
4444,6146823,2388,Via Technologies Inc.,Y
4445,B1GBXT3,SONDA,SONDA SA,Y
4446,B073FP1,POU,Paramount Resources Ltd. Class A,N
4447,BWX5Y69,ZEHN,Zehnder Group AG,Y
4448,BJVJP36,DOYU,DouYu International Holdings Ltd. ADR,Y
4449,6357744,7241,Futaba Industrial Co. Ltd.,Y
4450,6422794,58820,CMG Pharmaceutical Co. Ltd.,Y
4451,5975266,COM,comdirect bank AG,N
4452,6219297,5290,Dongjin Semichem Co. Ltd.,Y
4453,BJVSF22,4246,Daikyonishikawa Corp.,N
4454,7135251,CE,Credito Emiliano SPA,N
4455,6096650,6323,Rorze Corp.,N
4456,B5TQB99,PDS,Precision Drilling Corp.,Y
4457,B5YPLH9,PD,Precision Drilling Corp.,Y
4458,6642343,1954,Nippon Koei Co. Ltd.,Y
4459,6490166,9873,KFC Holdings Japan Ltd.,Y
4460,BNB5WS6,SIQ,SmartGroup Corp. Ltd.,N
4461,6524236,1909,Longchen Paper & Packaging Co. Ltd.,Y
4462,BD20RS5,AX1,Accent Group Ltd.,Y
4463,6191704,6366,Chiyoda Corp.,N
4464,B39HD70,GISS,Gulf International Services QSC,N
4465,6641986,7915,Nissha Co. Ltd.,Y
4466,6893497,8841,TOC Co. Ltd.,N
4467,6357733,6986,Futaba Corp.,N
4468,B60NRB0,TATAMTRDVR,Tata Motors Ltd.,N
4469,B012TP2,HFD,Halfords Group plc,Y
4470,6432889,2534,Hung Sheng Construction Ltd.,N
4471,B23PWD2,MEKO,Mekonomen AB,N
4472,6724508,67160,AfreecaTV Co. Ltd.,N
4473,BJYLTQ0,MOVE,Medacta Group SA,N
4474,6098913,9974,Belc Co. Ltd.,N
4475,B429W95,2637,Wisdom Marine Lines Co. Ltd.,N
4476,B293GJ4,ORE,Orocobre Ltd.,Y
4477,BFXQ991,ASX,ASE Technology Holding Co. Ltd.,N
4478,6786735,F17,GuocoLand Ltd.,N
4479,6184782,9740,Central Security Patrols Co. Ltd.,N
4480,B02ZK80,BAFL,Bank Alfalah Ltd.,Y
4481,6287410,9409,TV Asahi Holdings Corp.,N
4482,B01G0P1,2356,Dah Sing Banking Group Ltd.,N
4483,B87ZDH1,511,Television Broadcasts Ltd.,N
4484,6332741,FFC,Fauji Fertilizer Co. Ltd.,N
4485,6899268,4958,T Hasegawa Co. Ltd.,N
4486,B7TYN35,2930,Kitanotatsujin Corp.,N
4487,683434,INTU,Intu Properties plc,N
4488,6222972,5425,Taiwan Semiconductor Co. Ltd.,Y
4489,B03MXL4,SODA,Soda Sanayii AS,Y
4490,6293989,2441,Greatek Electronics Inc.,N
4491,B3CY5L6,6632,JVCKenwood Corp.,N
4492,B29H1T1,3254,Pressance Corp.,N
4493,B5MDP39,NOAH,Noah Holdings Ltd.,Y
4494,6352716,1680,Daesang Corp.,Y
4495,BDRY726,253450,Studio Dragon Corp.,N
4496,B0YVBS3,GSPL,Gujarat State Petronet Ltd.,Y
4497,6248332,30190,NICE Information Service Co. Ltd.,Y
4498,B0838V7,IIFL,IIFL Finance Ltd.,N
4499,BHZ6573,2616,CStone Pharmaceuticals,N
4500,B5P7L41,TPE,Tauron Polska Energia SA,N
4501,6186045,3035,Faraday Technology Corp.,Y
4502,6933735,8125,Wakita & Co. Ltd.,N
4503,B10SSP1,THERMAX,Thermax Ltd.,Y
4504,BFXZC44,AML,Aston Martin Lagonda Global Holdings plc,Y
4505,6470522,6368,Organo Corp.,Y
4506,B3YLTZ7,1728,China ZhengTong Auto Services Holdings Ltd.,Y
4507,B94NS14,6414,Ennoconn Corp.,N
4508,6416355,8897,Takara Leben Co. Ltd.,N
4509,BWV0563,EMI,Emira Property Fund Ltd.,N
4510,6016926,7545,Nishimatsuya Chain Co. Ltd.,N
4511,BSSWC52,EHE,Estia Health Ltd.,N
4512,6804626,6339,Sintokogio Ltd.,N
4513,B1Y0SZ3,ZV,Zignago Vetro SPA,Y
4514,6609627,MAGNUM,Magnum Bhd.,N
4515,6890034,9058,Trancom Co. Ltd.,Y
4516,6113612,23590,Daou Technology Inc.,N
4517,B1YZ0G3,3563,Machvision Inc.,N
4518,6548991,69260,Huchems Fine Chemical Corp.,N
4519,6497651,3106,Kurabo Industries Ltd.,N
4520,6644060,9404,Nippon Television Holdings Inc.,N
4521,B691DP1,57050,Hyundai Home Shopping Network Corp.,Y
4522,5092336,VOS,Vossloh AG,N
4523,6431381,6146,Sporton International Inc.,Y
4524,6470760,8511,Japan Securities Finance Co. Ltd.,N
4525,6894359,9729,Tokai Corp./Gifu,N
4526,6367486,4282,EPS Holdings Inc.,N
4527,B02VC93,KRBL,KRBL Ltd.,Y
4528,BG33GP4,4423,ARTERIA Networks Corp.,Y
4529,6076351,8399,Bank of the Ryukyus Ltd.,N
4530,BSPC6B9,SMU,SMU SA,Y
4531,6499088,7226,Kyokuto Kaihatsu Kogyo Co. Ltd.,N
4532,4697378,ASCN,Ascom Holding AG,Y
4533,7242087,IF,Banca IFIS SPA,Y
4534,6735823,8923,Tosei Corp.,N
4535,BYP79G2,MITRA,Mithra Pharmaceuticals SA,Y
4536,BD83164,298020,Hyosung TNC Co. Ltd.,N
4537,6869658,6859,ESPEC Corp.,N
4538,B15C6D2,32350,Lotte Tour Development Co. Ltd.,Y
4539,BP3R3Q9,600383,Gemdale Corp.,N
4540,B3V5GG2,MSM,Massmart Holdings Ltd.,Y
4541,6259806,39840,DIO Corp.,Y
4542,BW0D7R8,OVS,OVS SPA,Y
4543,6491329,2520,Kindom Development Co. Ltd.,Y
4544,6374992,2590,DyDo Group Holdings Inc.,N
4545,B3Y7B93,8415,Brighton-Best International Taiwan Inc.,N
4546,BYXXQB6,SYNGENE,Syngene International Ltd.,Y
4547,6893806,8346,Toho Bank Ltd.,N
4548,6871932,9743,Tanseisha Co. Ltd.,N
4549,2488671,CX,Cemex SAB de CV ADR,N
4550,BHWLWF8,603986,Gigadevice Semiconductor Beijing Inc.,N
4551,B282142,3818,China Dongxiang Group Co. Ltd.,Y
4552,BZ0D003,600958,Orient Securities Co. Ltd./China,N
4553,BP3R7Z6,600436,Zhangzhou Pientzehuang Pharmaceutical Co. Ltd.,N
4554,BF5S8Y3,183490,Enzychem Lifesciences Corp.,Y
4555,6117733,6877,Obara Group Inc.,Y
4556,B05N809,SSA,Sistema PJSFC,N
4557,B3BDFS1,103140,Poongsan Corp.,N
4558,B3NDMC2,FN,First National Financial Corp.,N
4559,B99R1B2,DNL,D&L Industries Inc.,N
4560,6084666,2515,BES Engineering Corp.,Y
4561,6110497,CVN,Carnarvon Petroleum Ltd.,N
4562,BYYNH90,1357,Meitu Inc.,N
4563,6114745,TATACOMM,Tata Communications Ltd.,Y
4564,5838057,BYW6,BayWa AG,N
4565,6641168,5302,Nippon Carbon Co. Ltd.,N
4566,BGSCL06,RELAXO,Relaxo Footwears Ltd.,N
4567,6503183,KPROJ,Kuwait Projects Co. Holding KSCP,Y
4568,2962959,HERDEZ*,Grupo Herdez SAB de CV,Y
4569,6277927,4776,Cybozu Inc.,Y
4570,6480758,8154,Kaga Electronics Co. Ltd.,N
4571,2297606,GGB,Gerdau SA ADR,N
4572,6651576,2342,Comba Telecom Systems Holdings Ltd.,Y
4573,2906786,TUPY3,Tupy SA,Y
4574,6985242,8344,Yamagata Bank Ltd.,N
4575,6986483,2874,Yokohama Reito Co. Ltd.,N
4576,BH57VC3,PGH,Pact Group Holdings Ltd.,Y
4577,6988393,5690,Pharmicell Co. Ltd.,Y
4578,BRS65X6,INDV,Indivior plc,N
4579,5169218,DRW3,Draegerwerk AG & Co. KGaA Preference Shares,N
4580,6597432,6966,Mitsui High-Tec Inc.,Y
4581,B00LSJ7,48410,Hyundai Bioscience Co. Ltd.,N
4582,6556789,MBSB,Malaysia Building Society Bhd.,Y
4583,B137W42,3010,Arabian Cement Co./Saudi Arabia,N
4584,6355210,6420,Fukushima Galilei Co. Ltd.,N
4585,B04S946,79160,CJ CGV Co. Ltd.,Y
4586,BSBND71,6869,Yangtze Optical Fibre and Cable Joint Stock Ltd. Co.,N
4587,BGQYBX7,ENG,ENERGA SA,Y
4588,B1L2QW5,FXL,FlexiGroup Ltd./Australia,Y
4589,6273204,10780,IS Dongseo Co. Ltd.,N
4590,BD6KMR5,FLU,FLUGHAFEN WIEN AG,N
4591,6374420,PTNR,Partner Communications Co. Ltd.,N
4592,B5LKNN7,1600,China Tian Lun Gas Holdings Ltd.,Y
4593,BK0XRY1,TPIPL-F,TPI Polene PCL,N
4594,2178938,CIG,Cia Energetica de Minas Gerais,N
4595,B14P8W5,DAL,Datalogic SPA,Y
4596,6191005,1718,China Man-Made Fiber Corp.,N
4597,BD5CP51,69,Shenzhen Overseas Chinese Town Co. Ltd. Class A,N
4598,B1L0LB3,48260,Osstem Implant Co. Ltd.,Y
4599,B4P2SD7,4003,United Electronics Co.,N
4600,BV8TBH9,6035,IR Japan Holdings Ltd.,N
4601,BD5CJY8,300122,Chongqing Zhifei Biological Products Co. Ltd.,N
4602,6763943,4548,Seikagaku Corp.,N
4603,BD5CNT1,2241,GoerTek Inc.,N
4604,5773255,LEO,Leoni AG,N
4605,5481989,BON,Bonduelle SCA,N
4606,6657530,6282,Oiles Corp.,N
4607,B128FF8,4200,Aldrees Petroleum and Transport Services Co.,N
4608,B3CR162,RMLI,Rami Levy Chain Stores Hashikma Marketing 2006 Ltd.,N
4609,6740849,6413,Riso Kagaku Corp.,N
4610,6235936,25980,Ananti Inc.,Y
4611,BD5CDT1,300413,Mango Excellent Media Co. Ltd.,N
4612,BYXWLY1,3564,LIXIL VIVA Corp.,N
4613,6373988,2362,Jinchuan Group International Resources Co. Ltd.,N
4614,6479604,8173,Joshin Denki Co. Ltd.,Y
4615,BYYDY11,QUESS,Quess Corp. Ltd.,Y
4616,BP3R433,600886,SDIC Power Holdings Co. Ltd.,N
4617,6805704,7970,Shin-Etsu Polymer Co. Ltd.,N
4618,B8FY1C1,1228,Superb Summit International Group Ltd.,N
4619,B2PWSL1,3097,Monogatari Corp.,Y
4620,6129073,7860,Avex Inc.,N
4621,6456447,7244,Ichikoh Industries Ltd.,Y
4622,6804303,4099,Shikoku Chemicals Corp.,N
4623,6204828,28150,GS Home Shopping Inc.,Y
4624,6544892,3017,Asia Vital Components Co. Ltd.,Y
4625,BD8ZFB3,BIDI4,Banco Inter SA Preference Shares,Y
4626,4457088,DBG,Derichebourg SA,N
4627,6211301,OMN,Omnia Holdings Ltd.,N
4628,B4VYX10,8422,Cleanaway Co. Ltd.,N
4629,6292481,5530,Lung Yen Life Service Corp.,Y
4630,6085216,ADH,Advtech Ltd.,N
4631,BFN0V08,DANHOS13,Concentradora Fibra Danhos SA de CV,N
4632,BRB37M7,DTY,DIGNITY PLC,Y
4633,6887821,3950,Pack Corp.,N
4634,BJ7HMW2,FIN,Finablr plc,N
4635,6311632,39130,Hana Tour Service Inc.,Y
4636,BP3R2L7,600018,Shanghai International Port Group Co. Ltd.,N
4637,BDGTKQ7,92040,Amicogen Inc.,Y
4638,B1L0H71,AW9U,First REIT,N
4639,BDQZF59,SAGA D,Sagax AB,N
4640,BR2X2H6,95,LVGEM China Real Estate Investment Co. Ltd.,N
4641,BP3R6B5,600570,Hundsun Technologies Inc.,N
4642,BF3B6J5,QTT,Qutoutiao Inc.,N
4643,B2R3S78,---,Esso Thailand PCL,Y
4644,6468022,8345,Bank of Iwate Ltd.,N
4645,B09RFT5,UBL,United Bank Ltd./Pakistan,N
4646,BD0MXB8,ENJSA,Enerjisa Enerji AS,N
4647,B0M6DX9,3899,CIMC Enric Holdings Ltd.,N
4648,6439578,4344,Sourcenext Corp.,N
4649,B1LCKX4,93370,Foosung Co. Ltd.,Y
4650,6716992,BAYERCROP,Bayer CropScience Ltd./India,Y
4651,BYV1ST4,VPBN,VP Bank AG,N
4652,6596989,5192,Mitsuboshi Belting Ltd.,N
4653,B02SWN8,YPSN,Ypsomed Holding AG,Y
4654,6470306,8032,Japan Pulp & Paper Co. Ltd.,N
4655,BYVSXD4,6088,FIT Hon Teng Ltd.,N
4656,BVG6W02,PLANB-F,Plan B Media PCL,N
4657,BJ321P7,247540,Ecopro BM Co. Ltd.,N
4658,6127334,7593,VT Holdings Co. Ltd.,N
4659,6162692,934,Sinopec Kantons Holdings Ltd.,N
4660,6001096,200725,BOE Technology Group Co. Ltd. Class B,N
4661,B7Y4738,LEON,LEONTEQ AG,N
4662,6092498,AALI,Astra Agro Lestari Tbk PT,N
4663,BJ9JY53,1951,Jinxin Fertility Group Ltd.,Y
4664,6567305,6871,Micronics Japan Co. Ltd.,Y
4665,6666343,5541,Pacific Metals Co. Ltd.,N
4666,B679Q36,96530,Seegene Inc.,Y
4667,6113098,200771,Hangzhou Steam Turbine Co. Ltd.,Y
4668,4874546,TABAK,Philip Morris CR AS,N
4669,6402428,12630,HDC Holdings Co. Ltd.,N
4670,BH7T0P3,TQ5,Frasers Property Ltd.,N
4671,6818832,6143,Sodick Co. Ltd.,N
4672,6484136,8096,Kanematsu Electronics Ltd.,N
4673,6919003,1304,USI Corp.,N
4674,6870649,1310,Taiwan Styrene Monomer,N
4675,BYTPCY1,ECONB,Econocom Group SA/NV,Y
4676,6155227,20000,Handsome Co. Ltd.,Y
4677,B233M14,MOTILALOFS,Motilal Oswal Financial Services Ltd.,Y
4678,6439608,5820,Jih Sun Financial Holdings Co. Ltd.,N
4679,6321642,330,Esprit Holdings Ltd.,Y
4680,B4PKZG3,SNI,Stolt-Nielsen Ltd.,N
4681,B284BK4,1828,Dah Chong Hong Holdings Ltd.,Y
4682,6797436,900925,Shanghai Mechanical and Electrical Industry Co. Ltd. Class B,N
4683,BVTRKC0,6452,Pharmally International Holding Co. Ltd.,Y
4684,6421898,2726,PAL GROUP Holdings Co. Ltd.,Y
4685,267043,DVO,Devro plc,N
4686,BJYP111,8454,momo.com Inc.,Y
4687,6988694,1507,Yungtay Engineering Co. Ltd.,Y
4688,6495860,6999,Koa Corp.,N
4689,B3B61Y8,ATT,Grupa Azoty SA,N
4690,BDFM6W5,VELESTO,Velesto Energy Bhd.,Y
4691,BYZ02R3,ENDURANCE,Endurance Technologies Ltd.,Y
4692,B8CL0T5,141080,LegoChem Biosciences Inc.,Y
4693,B7TWG07,3613,Beijing Tong Ren Tang Chinese Medicine Co. Ltd.,N
4694,6107574,2707,Formosa International Hotels Corp.,Y
4695,6744540,7451,Mitsubishi Shokuhin Co. Ltd.,N
4696,BTF4P59,520,Xiabuxiabu Catering Management China Holdings Co. Ltd.,Y
4697,5367227,HDD,Heidelberger Druckmaschinen AG,Y
4698,B1Y3XY6,86450,DongKook Pharmaceutical Co. Ltd.,N
4699,6900063,1890,Toyo Construction Co. Ltd.,N
4700,6776361,8150,Sanshin Electronics Co. Ltd.,N
4701,BF1HQF1,265520,Advanced Process Systems Corp.,Y
4702,B06KS32,BALRAMCHIN,Balrampur Chini Mills Ltd.,Y
4703,6576323,1976,Meisei Industrial Co. Ltd.,N
4704,B4N6NB4,2233,West China Cement Ltd.,Y
4705,B4YCYX0,AUTN,Autoneum Holding AG,N
4706,6002840,API,Australian Pharmaceutical Industries Ltd.,N
4707,6728373,8112,Supreme Electronics Co. Ltd.,Y
4708,6777063,5481,Sanyo Special Steel Co. Ltd.,N
4709,BD5CN46,300033,Hithink RoyalFlush Information Network Co. Ltd.,N
4710,6010207,5482,Aichi Steel Corp.,N
4711,B8W3TV6,JUSTDIAL,Just Dial Ltd.,Y
4712,BCZSZV8,SV3U,Soilbuild Business Space REIT,N
4713,BP8YH74,ADQU,Accordia Golf Trust,Y
4714,B17SZJ7,2491,ValueCommerce Co. Ltd.,N
4715,6701006,7246,Press Kogyo Co. Ltd.,Y
4716,6154622,2855,President Securities Corp.,N
4717,6574037,6214,Systex Corp.,N
4718,4336392,FIA1S,Finnair Oyj,Y
4719,6578567,6230,Chaun-Choung Technology Corp.,Y
4720,B0LNRS4,496,Kasen International Holdings Ltd.,Y
4721,BF2HB11,SOHU,Sohu.com Ltd.,Y
4722,BYNGF96,TPIPP-F,TPI Polene Power PCL,N
4723,BYM41J3,3978,Macromill Inc.,Y
4724,BFY8HT2,300601,Shenzhen Kangtai Biological Products Co. Ltd.,N
4725,6871028,7740,Tamron Co. Ltd.,Y
4726,6896894,4551,Torii Pharmaceutical Co. Ltd.,N
4727,B09MRX8,SAL,Salini Impregilo SPA,Y
4728,6467825,8133,Itochu Enex Co. Ltd.,N
4729,BZ12WQ9,SPOL,Sparebank 1 Oestlandet,N
4730,6222217,1686,SUNeVision Holdings Ltd.,N
4731,BD5NFK9,BPP-F,Banpu Power PCL,N
4732,6949312,1201,Wei Chuan Foods Corp.,Y
4733,BD4T5X1,HUB,HUB24 Ltd.,N
4734,6282040,709,Giordano International Ltd.,N
4735,6801832,200488,Shandong Chenming Paper Holdings Ltd.,N
4736,B235ZT9,86520,Ecopro Co. Ltd.,Y
4737,B8DQ8Z1,3003,City Cement Co.,N
4738,BJYJ845,PBH,PointsBet Holdings Pty Ltd.,N
4739,6359739,9470,Gakken Holdings Co. Ltd.,Y
4740,6250962,4116,Dainichiseika Color & Chemicals Manufacturing Co. Ltd.,N
4741,BD5CJ60,2311,Guangdong Haid Group Co. Ltd.,N
4742,6186799,2355,Chin-Poon Industrial Co. Ltd.,Y
4743,6195665,2053,Chubu Shiryo Co. Ltd.,N
4744,6569624,9068,Maruzen Showa Unyu Co. Ltd.,Y
4745,6727671,8920,Tosho Co. Ltd.,N
4746,B3DGKJ4,WABCOINDIA,WABCO India Ltd.,Y
4747,B01HM14,SREI,Schroder REIT Ltd.,N
4748,BYMY063,GUNKUL-F,Gunkul Engineering PCL,N
4749,B0VCF21,8163,Darfon Electronics Corp.,N
4750,6657541,8392,Oita Bank Ltd.,N
4751,6191180,127,Chinese Estates Holdings Ltd.,N
4752,BD5CP28,100,TCL Corp.,N
4753,B2RM9B6,95610,TES Co. Ltd./Korea,Y
4754,BWFGD74,AJANTPHARM,Ajanta Pharma Ltd.,Y
4755,B1XCJB3,811,Xinhua Winshare Publishing and Media Co. Ltd.,Y
4756,BGT16D0,59,Skyfame Realty Holdings Ltd.,Y
4757,6661111,150,Doosan Co. Ltd.,N
4758,6397698,TVO-F,Thai Vegetable Oil PCL,N
4759,6349008,6794,Foster Electric Co. Ltd.,N
4760,6703165,2511,Prince Housing & Development Corp.,N
4761,BF12ZV5,1830,Leejam Sports Co. JSC,N
4762,6466866,4028,Ishihara Sangyo Kaisha Ltd.,N
4763,BQXKXY3,AEL,Allied Electronics Corp. Ltd.,N
4764,BP3R4K0,601618,Metallurgical Corp. of China Ltd.,N
4765,6172390,7739,Canon Electronics Inc.,N
4766,6262600,6706,Denki Kogyo Co. Ltd.,N
4767,B1P70H9,3933,United Laboratories International Holdings Ltd.,N
4768,BHWLWV4,603259,WuXi AppTec Co. Ltd. Class A,N
4769,B07VZ99,A3M,Atresmedia Corp. de Medios de Comunicacion SA,N
4770,6726430,34310,NICE Holdings Co. Ltd.,N
4771,6644974,6284,Nissei ASB Machine Co. Ltd.,N
4772,6389435,200429,Guangdong Provincial Expressway Development Co. Ltd.,N
4773,6250296,6961,Enplas Corp.,N
4774,6238485,2323,CMC Magnetics Corp.,Y
4775,6566067,2752,Fujio Food System Co. Ltd.,N
4776,6083135,1762,Takamatsu Construction Group Co. Ltd.,N
4777,6296557,2681,Geo Holdings Corp.,N
4778,BZ0D1Y4,601788,Everbright Securities Co. Ltd.,N
4779,BYT5FD1,BWX,BWX Ltd.,Y
4780,6045759,8214,AOKI Holdings Inc.,N
4781,B7T1QT3,VAKRANGEE,Vakrangee Ltd.,Y
4782,B28XVV2,TENERGY,Terna Energy SA,N
4783,BCDYJ72,SK6U,SPH REIT,N
4784,6643625,7995,Valqua Ltd.,N
4785,6155261,815,Samsung Fire & Marine Insurance Co. Ltd. Preference Shares,N
4786,6681960,NHC,New Hope Corp. Ltd.,N
4787,BVC39Y0,DAMAC,DAMAC Properties Dubai Co. PJSC,N
4788,6406271,53800,Ahnlab Inc.,Y
4789,6548980,6202,Holtek Semiconductor Inc.,N
4790,4368920,RAL,Rallye SA,Y
4791,6869498,7239,Tachi-S Co. Ltd.,N
4792,B03BJB3,8934,Sun Frontier Fudousan Co. Ltd.,N
4793,6597562,2109,Mitsui Sugar Co. Ltd.,N
4794,BNG6J61,ACV,Frasers Hospitality Trust,N
4795,B3B20H2,S92,SMA Solar Technology AG,N
4796,B1KZR22,BIG,Big Shopping Centers Ltd.,N
4797,B0FXGP0,NCC,NCC Ltd./India,Y
4798,B8BGVX2,AMARAJABAT,Amara Raja Batteries Ltd.,Y
4799,B5B6XH9,AFKS,Sistema PJSFC,Y
4800,6792431,2351,SDI Corp.,Y
4801,B53YZC0,108320,Silicon Works Co. Ltd.,N
4802,BD5CNJ1,2236,Zhejiang Dahua Technology Co. Ltd.,N
4803,6139447,NATIONALUM,National Aluminium Co. Ltd.,Y
4804,BP3R3T2,601727,Shanghai Electric Group Co. Ltd.,N
4805,BGLKMM6,BAUTO,Bermaz Auto Bhd.,Y
4806,BYVMH89,RNFT,RussNeft PJSC,N
4807,7154104,GLO,GL Events,N
4808,6858689,1949,Sumitomo Densetsu Co. Ltd.,N
4809,B2368L5,PLS,Pilbara Minerals Ltd.,Y
4810,6763415,8068,Ryoyo Electro Corp.,N
4811,BF5M481,MAVI,Mavi Giyim Sanayi Ve Ticaret AS,Y
4812,BTSTNQ8,DSKY,Detsky Mir PJSC,Y
4813,6192978,1060,JW Pharmaceutical Corp.,N
4814,4347770,FOYRK,Fourlis Holdings SA,Y
4815,6439738,HCI,Hosken Consolidated Investments Ltd.,N
4816,B61ZCY3,M1GU,Sabana Shari'ah Compliant Industrial REIT,Y
4817,6432715,1379,Hokuto Corp.,N
4818,6739847,7734,Riken Keiki Co. Ltd.,N
4819,6906931,6351,Tsurumi Manufacturing Co. Ltd.,N
4820,B7X3BR8,8406,Ginko International Co. Ltd.,Y
4821,6676450,6282,AcBel Polytech Inc.,Y
4822,6191328,2204,China Motor Corp.,Y
4823,B19NQH5,4240,Fawaz Abdulaziz Al Hokair & Co.,Y
4824,BD73L10,2044,Meinian Onehealth Healthcare Holdings Co. Ltd.,N
4825,B08CHG2,EVS,EVS Broadcast Equipment SA,N
4826,B1QGV49,8771,eGuarantee Inc.,N
4827,BG5KMH7,1773,Tianli Education International Holdings Ltd.,N
4828,B94VG58,1829,China Machinery Engineering Corp.,N
4829,BK1VC94,6055,China Tobacco International HK Co. Ltd.,N
4830,6235992,7483,Doshisha Co. Ltd.,N
4831,B29SK75,ITMG,Indo Tambangraya Megah Tbk PT,N
4832,B28SM03,PERSISTENT,Persistent Systems Ltd.,Y
4833,2192831,CPLE3,CIA PARANAENSE DE ENERGIA,Y
4834,6220578,33640,NEPES Corp.,Y
4835,B7N0K05,PFD,Premier Foods plc,N
4836,B1WMLF2,1382,Pacific Textiles Holdings Ltd.,N
4837,6871824,1440,Tainan Spinning Co. Ltd.,N
4838,4162371,CIR,CIR-Compagnie Industriali Riunite SPA,Y
4839,6621267,2108,Nantex Industry Co. Ltd.,N
4840,B1FM483,2120,LIFULL Co. Ltd.,Y
4841,6355113,2908,Fujicco Co. Ltd.,N
4842,BD5CPR3,2736,Guosen Securities Co. Ltd.,N
4843,6489636,2106,Kenda Rubber Industrial Co. Ltd.,N
4844,BD5CM16,300003,Lepu Medical Technology Beijing Co. Ltd.,N
4845,BJTNFH4,AO.,AO World plc,Y
4846,BD4HFS0,267270,Hyundai Construction Equipment Co. Ltd.,N
4847,BYNKP98,1515,China Resources Medical Holdings Co. Ltd.,Y
4848,BD1JSR9,6200,Insource Co. Ltd.,N
4849,BW2V4N5,1089,Leyou Technologies Holdings Ltd.,Y
4850,B73B053,SIRI-F,Sansiri PCL (Foreign),N
4851,6733690,1515,Rexon Industrial Corp. Ltd.,N
4852,6075068,5195,Bando Chemical Industries Ltd.,N
4853,B133NZ8,2070,Saudi Pharmaceutical Industries & Medical Appliances Corp.,N
4854,5724048,MTU,Manitou BF SA,N
4855,BFX06B4,7322,San ju San Financial Group Inc.,N
4856,B118753,8046,Nan Ya Printed Circuit Board Corp.,Y
4857,6203687,5522,Farglory Land Development Co. Ltd.,N
4858,5962934,SEM,Semapa-Sociedade de Investimento e Gestao,N
4859,B3S5PF7,48530,iNtRON Biotechnology Inc.,Y
