,SEDOL,ticker,name,ESG
3919,6355276,5384,Fujimi Inc.,N
3920,B42SRM0,1618,Metallurgical Corp. of China Ltd.,N
3921,B0XNCB0,FGEN,First Gen Corp.,Y
3922,B548673,BBTN,Bank Tabungan Negara Persero Tbk PT,Y
3923,B58DLN5,O5RU,AIMS APAC REIT,N
3924,6195869,1941,Chudenko Corp.,N
3925,6986728,6800,Yokowo Co. Ltd.,N
3926,6661672,8806,Daibiru Corp.,N
3927,6347712,4368,Fuso Chemical Co. Ltd.,N
3928,BF55Q06,3990,Midea Real Estate Holding Ltd.,N
3929,BFH3QX1,ATT,Attacq Ltd.,N
3930,6136318,1723,China Steel Chemical Corp.,Y
3931,6243081,41510,SM Entertainment Co. Ltd.,Y
3932,B96TSD2,MSP,MAS Real Estate Inc.,N
3933,BSXN8D0,OML,oOh!media Ltd.,N
3934,BD73M39,2352,SF Holding Co. Ltd.,N
3935,6804239,6340,Shibuya Corp.,Y
3936,B10SSN9,JUBILANT,Jubilant Life Sciences Ltd.,Y
3937,6793843,4212,Sekisui Jushi Corp.,N
3938,6482378,2220,Kameda Seika Co. Ltd.,Y
3939,B28SXZ5,777,NetDragon Websoft Holdings Ltd.,Y
3940,6272483,DMC,DMCI Holdings Inc.,N
3941,B00LN47,1212,Lifestyle International Holdings Ltd.,Y
3942,6641522,5331,Noritake Co. Ltd./Nagoya Japan,Y
3943,6772808,8097,San-Ai Oil Co. Ltd.,Y
3944,B83J214,AESGENER,AES Gener SA,N
3945,6985695,5949,Unipres Corp.,Y
3946,6261243,WSA,Western Areas Ltd.,Y
3947,B4JWJZ2,SML,Synlait Milk Ltd.,Y
3948,BTKFJF5,WHART-F,WHA Premium Growth Freehold & Leasehold Real Estate InvestmentTrust,N
3949,6497491,8160,Kisoji Co. Ltd.,N
3950,BD5CPK6,2024,Suning.com Co. Ltd.,N
3951,6986405,5911,Yokogawa Bridge Holdings Corp.,Y
3952,BYSXDP4,JAS-F,Jasmine International PCL,Y
3953,6562979,69620,Daewoong Pharmaceutical Co. Ltd.,Y
3954,6537557,LUCK,Lucky Cement Ltd.,Y
3955,B1GZ9S6,6258,Hirata Corp.,Y
3956,B3MYDP6,2002,National Petrochemical Co.,N
3957,6080716,991,Datang International Power Generation Co. Ltd.,N
3958,6294863,CUMMINSIND,Cummins India Ltd.,N
3959,BD5CP84,895,Henan Shuanghui Investment & Development Co. Ltd.,N
3960,6517515,2733,Arata Corp.,N
3961,B16TC34,35900,JYP Entertainment Corp.,Y
3962,B99K263,ARF,Arena REIT,N
3963,6642901,7222,Nissan Shatai Co. Ltd.,Y
3964,B1TK234,9412,SKY Perfect JSAT Holdings Inc.,N
3965,6673365,3227,Pixart Imaging Inc.,Y
3966,6768432,9039,Sakai Moving Service Co. Ltd.,N
3967,6714974,3433,Tocalo Co. Ltd.,Y
3968,B0217K9,INCO,Vale Indonesia Tbk PT,N
3969,2211747,GUAR3,GUARARAPES CONFECCOES SA,N
3970,6136073,SUPREMEIND,Supreme Industries Ltd.,Y
3971,6439620,3005,Getac Technology Corp.,Y
3972,2835545,STBP3,Santos Brasil Participacoes SA,Y
3973,B6RN4B2,3682,Asia Pacific Telecom Co. Ltd.,Y
3974,B03MY33,TOASO,Tofas Turk Otomobil Fabrikasi AS,Y
3975,6206835,3026,Holy Stone Enterprise Co. Ltd.,N
3976,BYVNW76,SERBADK,Serba Dinamik Holdings Bhd.,Y
3977,BMNQCT1,GMA,Genworth Mortgage Insurance Australia Ltd.,N
3978,6503213,KIB,Kuwait International Bank KSCP,Y
3979,BGH15L3,TKTT,Tarkett SA,Y
3980,B1802P7,CENTEL-F,Central Plaza Hotel PCL,Y
3981,6129158,4708,Relia Inc.,N
3982,6991120,9474,Zenrin Co. Ltd.,N
3983,6188610,1215,Charoen Pokphand Enterprise,Y
3984,6911377,2606,U-Ming Marine Transport Corp.,N
3985,6870876,2103,TSRC Corp.,N
3986,6690836,4123,Center Laboratories Inc.,Y
3987,4344072,FFP,FFP,N
3988,6201465,9941,Yulon Finance Corp.,Y
3989,6524474,JIN,Jumbo Interactive Ltd.,N
3990,6511788,5534,Chong Hong Construction Co. Ltd.,N
3991,B291KM9,EDELWEISS,Edelweiss Financial Services Ltd.,Y
3992,6661780,4046,Osaka Soda Co. Ltd.,N
3993,B249GF3,3087,Doutor Nichires Holdings Co. Ltd.,N
3994,BGS92Z9,GUJGASLTD,Gujarat Gas Ltd.,Y
3995,BYYLS68,COPN,COSMO PHARMACEUTICALS NV,Y
3996,6752349,BAT,British American Tobacco Malaysia Bhd.,N
3997,B284BT3,3576,United Renewable Energy Co. Ltd./Taiwan,Y
3998,B6SNRV2,BHEL,Bharat Heavy Electricals Ltd.,N
3999,B636JW1,115450,G-treeBNT Co. Ltd.,Y
4000,BD4DC98,---,Star Petroleum Refining PCL,Y
4001,B521L46,K2LU,Cache Logistics Trust,Y
4002,BYW3KV5,PPH,Pushpay Holdings Ltd.,Y
4003,6141806,5371,Coretronic Corp.,Y
4004,6837280,3410,Ssangyong Cement Industrial Co. Ltd.,Y
4005,B19Z143,PZC,PZ Cussons plc,N
4006,4248947,LAMDA,LAMDA Development SA,Y
4007,BD97240,6197,Solasto Corp.,Y
4008,6776800,4471,Sanyo Chemical Industries Ltd.,N
4009,BRTL411,601012,LONGi Green Energy Technology Co. Ltd.,N
4010,6099875,ESCORTS,Escorts Ltd.,Y
4011,6492816,1808,Run Long Construction Co. Ltd.,Y
4012,BZ1C8N8,SAC,SA Corporate Real Estate Ltd.,Y
4013,6260723,SHV,Select Harvests Ltd.,N
4014,5481202,MRN,Mersen SA,N
4015,B18TLC4,FRONTKN,Frontken Corp. Bhd.,Y
4016,B15Q010,SWDY,ElSewedy Electric Co.,N
4017,B0B55N1,BIR,Birchcliff Energy Ltd.,N
4018,6586872,RMS,Ramelius Resources Ltd.,Y
4019,B3W1335,1788,Guotai Junan International Holdings Ltd.,Y
4020,6710701,TGR,Tassal Group Ltd.,N
4021,BFLXFS5,GMXT*,GMexico Transportes SAB de CV,N
4022,B128WL3,SUNTV,Sun TV Network Ltd.,N
4023,BD5CND5,2027,Focus Media Information Technology Co. Ltd.,N
4024,6116246,754,Hopson Development Holdings Ltd.,N
4025,7268298,PPC,Public Power Corp. SA,N
4026,B15CPD5,PIA,Piaggio & C SPA,Y
4027,B03VZ37,MAPI,MITRA ADIPERKASA TBK PT,Y
4028,BYQDMZ9,601211,Guotai Junan Securities Co. Ltd.,N
4029,6907774,697,Shougang Concord International Enterprises Co. Ltd.,Y
4030,BYW7534,2666,Genertec Universal Medical Group Co. Ltd.,Y
4031,6536684,9240,Hanssem Co. Ltd.,N
4032,6698476,3520,Yungjin Pharmaceutical Co. Ltd.,N
4033,B1VKZ88,1883,CITIC Telecom International Holdings Ltd.,Y
4034,B84B5K9,3668,COLOPL Inc.,N
4035,6439493,46890,Seoul Semiconductor Co. Ltd.,Y
4036,BYQDNK1,SFIN,Safmar Financial Investment,N
4037,B41H739,NTG,Northgate plc,Y
4038,6880927,6463,TPR Co. Ltd.,N
4039,6267230,HLAN,Hilan Ltd.,Y
4040,6565031,6432,Takeuchi Manufacturing Co. Ltd.,N
4041,4433839,ITP,Interparfums SA,Y
4042,2196338,VAPORES,Cia Sud Americana de Vapores SA,Y
4043,BD5CQ69,2594,BYD Co. Ltd. Class A,N
4044,6661519,1710,Oriental Union Chemical Corp.,N
4045,B28XTR4,3800,GCL-Poly Energy Holdings Ltd.,Y
4046,B1W7BK2,ENC,Ence Energia y Celulosa SA,Y
4047,B170DQ6,KCO,Kloeckner & Co. SE,Y
4048,BFZXZ36,SPNS,Sapiens International Corp. NV,Y
4049,6345965,2695,Kura Sushi Inc.,N
4050,B40T3T4,8714,Senshu Ikeda Holdings Inc.,N
4051,B1343N9,3020,Yamama Cement Co.,N
4052,B00G1Q0,MMS,McMillan Shakespeare Ltd.,Y
4053,BYNBTQ6,EUCAR,Europcar Mobility Group,Y
4054,6804886,1409,Shinkong Synthetic Fibers Corp.,Y
4055,BYYZH63,6183,Bell System24 Holdings Inc.,N
4056,6868774,SPSETIA,SP Setia Bhd Group,Y
4057,BN5RZ56,6462,Egis Technology Inc.,Y
4058,6611440,8336,Musashino Bank Ltd.,N
4059,6053859,ANTM,Aneka Tambang Tbk,N
4060,7132735,ARBN,ARBONIA AG,N
4061,6870865,1802,Taiwan Glass Industry Corp.,Y
4062,BVZ6XS8,3222,United Super Markets Holdings Inc.,N
4063,6646680,5186,Nitta Corp.,Y
4064,B4T3LF9,PRESTIGE,Prestige Estates Projects Ltd.,Y
4065,6415352,AUDC,AudioCodes Ltd.,Y
4066,BFFVV65,1916,Jiangxi Bank Co. Ltd.,N
4067,BGQYC45,CTT,CTT-Correios de Portugal SA,Y
4068,BYXYHM7,WLCON,Wilcon Depot Inc.,Y
4069,B2QF712,SLARL,Sella Capital Real Estate Ltd.,Y
4070,B00FX50,BSLN,Basilea Pharmaceutica AG,N
4071,6689351,1720,Tokyu Construction Co. Ltd.,N
4072,BZ3F6M0,601155,Seazen Holdings Co. Ltd.,N
4073,B3WYBN0,VFQS,Vodafone Qatar QSC,Y
4074,6657767,5122,Okamoto Industries Inc.,Y
4075,BDDLRK9,3633,Zhongyu Gas Holdings Ltd.,Y
4076,B9J4ZK0,PGSUS,PEGASUS HAVA TASIMACILIGI AS,Y
4077,4577469,MTELEKOM,Magyar Telekom Telecommunications plc,N
4078,6269816,DRBHCOM,DRB-Hicom Bhd.,N
4079,759476,RPS,RPS Group plc,N
4080,BFTRL69,6080,M&A Capital Partners Co. Ltd.,Y
4081,6100250,SANOFI,Sanofi India Ltd.,N
4082,B28DT41,STR,Strabag SE,N
4083,B676TW7,853,Microport Scientific Corp.,N
4084,B0L4LR4,SUNDARMFIN,Sundaram Finance Ltd.,Y
4085,B6391L3,8600,TOMONY Holdings Inc.,N
4086,BK8LRF8,ADAPT,Adapteo Oyj,Y
4087,B56S7X4,KMD,Kathmandu Holdings Ltd.,Y
4088,5475658,ELPE,Hellenic Petroleum SA,N
4089,B00PN16,QH-F,Quality Houses PCL,N
4090,6254511,MEDC,Medco Energi Internasional Tbk PT,N
4091,2748881,RDY,Dr Reddy's Laboratories Ltd. ADR,N
4092,6196000,4617,Chugoku Marine Paints Ltd.,N
4093,B0TLGZ0,85660,Chabiotech Co. Ltd.,N
4094,BK947V2,603501,Will Semiconductor Ltd. Class A,N
4095,B3ZXLP6,956,China Suntien Green Energy Corp. Ltd.,Y
4096,6506739,4348,Infocom Corp.,N
4097,BD102C5,AAVAS,Aavas Financiers Ltd.,Y
4098,BKJ95B3,LRE,Lar Espana Real Estate Socimi SA,N
4099,6907310,2006,Tung Ho Steel Enterprise Corp.,Y
4100,BYVW0G8,MALLPLAZA,Plaza SA,N
4101,B156TT1,4210,Saudi Research & Marketing Group,N
4102,6740634,8200,Ringer Hut Co. Ltd.,N
4103,BK5XY90,NET B,NETENT AB,N
4104,B1978V5,EHL,Emeco Holdings Ltd.,Y
4105,BYNJJY8,1610,COFCO Meat Holdings Ltd.,Y
4106,4295374,EVN,EVN AG,N
4107,6744670,3738,T-Gaia Corp.,N
4108,BSZM2N3,9517,eRex Co. Ltd.,N
4109,6774989,6379,Raiznext Corp.,N
4110,BK8XXW3,BIDI11,Banco Inter SA,Y
4111,6489302,5440,Hyundai Greenfood Co. Ltd.,Y
4112,4149330,BDX,Budimex SA,Y
4113,B6RXHJ1,8341,Sunny Friend Environmental Technology Co. Ltd.,Y
4114,B1YBRK4,CMIG3,Cia Energetica de Minas Gerais,Y
4115,BGSCRG4,SKIS B,SkiStar AB,Y
4116,BD5CNF7,876,New Hope Liuhe Co. Ltd.,N
4117,6753591,9882,Yellow Hat Ltd.,N
4118,2771122,SQM,Sociedad Quimica y Minera de Chile SA,N
4119,6580012,CANBK,Canara Bank,Y
4120,B93SWL8,2931,euglena Co. Ltd.,Y
4121,BD31FD8,CIP,CENTURIA INDUSTRIAL REIT,N
4122,4927194,VASTN,Vastned Retail NV,Y
4123,6010326,6118,Aida Engineering Ltd.,N
4124,6806387,SCCC-F,Siam City Cement PCL (Foreign),N
4125,5782284,BZUR,Buzzi Unicem SPA,Y
4126,BDV82P2,TOG,TORC Oil & Gas Ltd.,N
4127,BP3R400,601899,Zijin Mining Group Co. Ltd.,N
4128,2634117,UMC,United Microelectronics Corp.,N
4129,B4X3RF7,460,Sihuan Pharmaceutical Holdings Group Ltd.,Y
4130,BHJVMY0,CQE,Charter Hall Social Infrastructure REIT,N
4131,6660914,6914,Optex Group Co. Ltd.,N
4132,BD31M48,3958,Orient Securities Co. Ltd./China,N
4133,2605210,BRFS,BRF SA,N
4134,BWXN162,MALAKOF,Malakoff Corp. Bhd.,Y
4135,B01C253,7839,Shoei Co. Ltd.,Y
4136,B28SKW1,3596,Arcadyan Technology Corp.,Y
4137,6743332,3264,Ardentec Corp.,N
4138,6741035,EMAMILTD,Emami Ltd.,Y
4139,6161031,2312,Kinpo Electronics,N
4140,B3ZNGT5,468,Greatview Aseptic Packaging Co. Ltd.,Y
4141,BFN2YR2,DALBHARAT,Dalmia Bharat Ltd.,Y
4142,6431949,6153,Career Technology MFG. Co. Ltd.,Y
4143,BYWPFX8,LBK,Liberbank SA,N
4144,6430139,58470,LEENO Industrial Inc.,Y
4145,BYNC0S8,1528,Red Star Macalline Group Corp. Ltd.,N
4146,BF2RZ42,285130,SK Chemicals Co. Ltd.,N
4147,B1XDJC7,819,Tianneng Power International Ltd.,Y
4148,6687872,3189,Kinsus Interconnect Technology Corp.,N
4149,BYQP7X8,ORES,Investment AB Oresund,N
4150,6098496,3MINDIA,3M India Ltd.,N
4151,B17R248,WAC,Wacker Neuson SE,Y
4152,BNG63V4,FCT,Fincantieri SPA,N
4153,BTJR9T6,KLOV PREF,Klovern AB Preference Shares,Y
4154,BFNXZM7,LALAB,GRUPO LALA SAB DE CV,Y
4155,6646561,6929,Nippon Ceramic Co. Ltd.,N
4156,BG0QHJ7,---,Sodexo SA - PRIME FIDELITE 2023,N
4157,6541473,STEC-F,Sino-Thai Engineering & Construction PCL,Y
4158,B7VB4G4,3673,Broadleaf Co. Ltd.,N
4159,6051444,9037,Hamakyorex Co. Ltd.,N
4160,BDB5J63,KAJARIACER,Kajaria Ceramics Ltd.,Y
4161,6174556,7613,Siix Corp.,N
4162,B064SH8,73240,Kumho Tire Co. Inc.,N
4163,6662404,WBO,Wilson Bayly Holmes-Ovcon Ltd.,N
4164,6623326,7447,Nagaileben Co. Ltd.,Y
4165,BNLPYF7,SPI,Spire Healthcare Group plc,Y
4166,BLNN0G8,BOSN,Bossard Holding AG,N
4167,BN898F0,EQU,Equites Property Fund Ltd.,N
4168,6896065,9672,Tokyotokeiba Co. Ltd.,N
4169,BD9H002,1589,China Logistics Property Holdings Co. Ltd.,Y
4170,4657736,COR,Corticeira Amorim SGPS SA,N
4171,B56HH42,631,Sany Heavy Equipment International Holdings Co. Ltd.,Y
4172,6622806,6269,Modec Inc.,Y
4173,6841526,7718,Star Micronics Co. Ltd.,N
4174,6988520,8074,Yuasa Trading Co. Ltd.,N
4175,B7DZ3H8,KREN,Kresna Graha Investama Tbk PT,Y
4176,B11TD81,ALSN,ALSO Holding AG,N
4177,6871040,6768,Tamura Corp.,N
4178,BK20WD4,BLAND-F,Bangkok Land PCL,N
4179,B1JLL30,TORNTPOWER,Torrent Power Ltd.,Y
4180,BH3Q8S7,298380,ABLBio Inc.,Y
4181,BBNBQJ7,DBAN,Deutsche Beteiligungs AG,N
4182,2611916,ERJ,Embraer SA ADR,N
4183,BJ7W0N4,622,Oshidori International Holdings Ltd.,Y
4184,B015YP6,3324,AURAS Technology Co. Ltd.,N
4185,BD5CQ36,776,GF Securities Co. Ltd. Class A,N
4186,B2989Q7,TMGH,Talaat Moustafa Group,N
4187,B00TL47,6670,MCJ Co. Ltd.,N
4188,2209656,ELP,Cia Paranaense de Energia,N
4189,BYP70L4,AEDAS,Aedas Homes SAU,N
4190,BYVQ673,WGX,Westgold Resources Ltd.,Y
4191,B0VX289,AARTIIND,Aarti Industries Ltd.,Y
4192,BGHVW01,LSPD,Lightspeed POS Inc.,N
4193,BP3R4T9,600741,Huayu Automotive Systems Co. Ltd.,N
4194,6672964,6257,Sigurd Microelectronics Corp.,N
4195,B586565,EKGYO,Emlak Konut Gayrimenkul Yatirim Ortakligi AS,N
4196,6614159,MAJOR-F,Major Cineplex Group PCL,N
4197,6497134,5250,Green Cross Holdings Corp.,Y
4198,B23GH52,BEEF3,Minerva SA/Brazil,Y
4199,6898447,1766,Token Corp.,N
4200,6718943,3260,A-DATA Technology Co. Ltd.,Y
4201,BD6T1P3,BELL,Bell Food Group AG,N
4202,6295974,4812,Information Services International-Dentsu Ltd.,N
4203,B1WHVV3,GAM,GAM Holding AG,Y
4204,6543587,2326,Digital Arts Inc.,N
4205,6243597,S59,SIA Engineering Co. Ltd.,N
4206,2192745,EBR.B,Centrais Eletricas Brasileiras SA,N
4207,B99HH03,9025,Konoike Transport Co. Ltd.,N
4208,B0LD0L8,IAM,Inversiones Aguas Metropolitanas SA,Y
4209,6173854,7611,Hiday Hidaka Corp.,Y
4210,6897552,8008,Yondoshi Holdings Inc.,N
4211,6592943,AMATA-F,Amata Corp. PCL,N
4212,B0YFC60,PAC,Grupo Aeroportuario del Pacifico SAB de CV ADR,N
4213,BYP97J7,4980,Dexerials Corp.,N
4214,6838584,2292,S Foods Inc.,N
4215,BQ13Z04,SCC,Semirara Mining & Power Corp.,N
4216,6638320,9699,Nishio Rent All Co. Ltd.,N
4217,7309283,BEN,Beneteau SA,Y
4218,6988616,1907,YFY Inc.,Y
4219,B1RMMB0,3844,Comture Corp.,Y
4220,BFYTTC2,DMP,Dermapharm Holding SE,N
4221,6906823,6332,Tsukishima Kikai Co. Ltd.,N
4222,BP3R3V4,600340,China Fortune Land Development Co. Ltd.,N
4223,6493585,KPJ,KPJ Healthcare Bhd.,Y
4224,6419008,41960,Komipharm International Co. Ltd.,Y
4225,BHQPSY7,300750,Contemporary Amperex Technology Co. Ltd.,N
4226,BF13433,839,China Education Group Holdings Ltd.,Y
4227,BKF2806,192820,Cosmax Inc.,Y
4228,6496658,6349,Komori Corp.,N
4229,5256068,BHW,Bank Handlowy w Warszawie SA,N
4230,B87RSJ4,2039,China International Marine Containers Group Co. Ltd.,N
4231,BD71KT5,9519,RENOVA Inc.,Y
4232,B0LF188,EFGN,EFG International AG,N
4233,6433592,6060,HS Industries Co. Ltd.,Y
4234,6932334,2615,Wan Hai Lines Ltd.,Y
4235,BD5NFS7,EPP,EPP NV,N
4236,6972385,W05,Wing Tai Holdings Ltd.,N
4237,6620093,8522,Bank of Nagoya Ltd.,N
4238,BT9PVP0,LOV,Lovisa Holdings Ltd.,Y
4239,6149479,DTC,DataTec Ltd.,N
4240,6729116,8566,Ricoh Leasing Co. Ltd.,N
4241,B8GM577,Q5T,FAR EAST HOSPITALITY TRUST,N
4242,B28V4M8,WIKA,Wijaya Karya Persero Tbk PT,Y
4243,BZ04921,MTRS,Munters Group AB,Y
4244,B1L3VL2,39200,Oscotec Inc.,Y
4245,B1BHXL8,MYX,Mayne Pharma Group Ltd.,Y
4246,6643681,6744,Nohmi Bosai Ltd.,N
4247,6200202,20560,Asiana Airlines Inc.,Y
4248,6152466,5930,Bunka Shutter Co. Ltd.,N
4249,6597960,8022,Mizuno Corp.,Y
4250,B1Z7648,3331,Vinda International Holdings Ltd.,Y
4251,BD6SZ70,DOM,Global Dominion Access SA,N
4252,BFXC201,HGH,Heartland Group Holdings Ltd.,N
4253,BXC7WG9,CHG-F,Chularat Hospital PCL,N
4254,B13ZSL5,ALTR,Altri SGPS SA,Y
4255,BF2VKB6,OMGE3,Omega Geracao SA,Y
4256,6870791,3240,Taekwang Industrial Co. Ltd.,Y
4257,6348425,FORTY,Formula Systems 1985 Ltd.,Y
4258,6762906,5851,Ryobi Ltd.,N
4259,BP3R820,600809,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,N
4260,B0VDZN5,COROMANDEL,Coromandel International Ltd.,Y
4261,B033YF8,CLAS B,Clas Ohlson AB,Y
4262,B1GN4B8,91700,Partron Co. Ltd.,Y
4263,BMSKPJ9,AA.,AA plc,Y
4264,BCDYGW6,IPF,Investec Property Fund Ltd.,N
4265,BFWRH57,MBK-F,MBK PCL,N
4266,6844688,FBR,Famous Brands Ltd.,N
4267,B3ZGHJ1,3156,Restar Holdings Corp.,N
4268,6986364,5451,Yodogawa Steel Works Ltd.,N
4269,B196FC2,UPRO,Unipro PJSC,N
4270,6048156,AKRA,AKR Corporindo Tbk PT,N
4271,6043645,200869,Yantai Changyu Pioneer Wine Co. Ltd. Class B,N
4272,BF4HYV0,CGEO,Georgia Capital plc,N
4273,6767826,9536,Saibu Gas Co. Ltd.,Y
4274,B3MVZM8,NRS,Norway Royal Salmon ASA,N
4275,B1YKG04,IPF,International Personal Finance plc,Y
4276,BJYNHY0,6740,Japan Display Inc.,Y
4277,B04ZR54,3413,Foxsemicon Integrated Technology Inc.,Y
4278,BK1TVC4,CNTO3,Grupo SBF SA,Y
4279,7222755,BOBNN,Bobst Group SA,N
4280,6215314,9692,Computer Engineering & Consulting Ltd.,Y
4281,6352404,4848,FULLCAST Holdings Co. Ltd.,N
4282,BJ0CJC3,ISCD,Isracard Ltd.,N
4283,4017017,ERA,Eramet,Y
4284,6123268,3000,Bukwang Pharmaceutical Co. Ltd.,Y
4285,6659707,8386,Hyakujushi Bank Ltd.,N
4286,BSTJDT3,9551,METAWATER Co. Ltd.,N
4287,BKBF694,4321,Arabian Centres Co. Ltd.,Y
4288,BYZ0SJ7,9416,Vision Inc./Tokyo Japan,Y
4289,6487209,8818,Keihanshin Building Co. Ltd.,Y
4290,6410324,698,Tongda Group Holdings Ltd.,Y
4291,6146083,8930,Hanmi Science Co. ltd,N
4292,6769833,4633,Sakata INX Corp.,N
4293,B133P41,2270,Saudia Dairy & Foodstuff Co.,N
4294,BD39D16,2768,Jiayuan International Group Ltd.,Y
4295,6569442,2288,Marudai Food Co. Ltd.,Y
4296,6805340,8079,Shoei Foods Corp.,Y
4297,6963743,MGX,Mount Gibson Iron Ltd.,Y
4298,B7VW3S2,WSKT,Waskita Karya Persero Tbk PT,Y
4299,BWZ1HK0,TASCO-F,Tipco Asphalt PCL,N
4300,B7W5GK3,ASTRO,Astro Malaysia Holdings Bhd.,Y
4301,2186812,EBR,Centrais Eletricas Brasileiras SA,N
4302,6643896,5943,Noritz Corp.,N
4303,B034CL3,AFPR,AFI Properties Ltd.,N
4304,B192HJ1,GMRINFRA,GMR Infrastructure Ltd.,N
4305,BF52PL1,NWL,Netwealth Group Ltd.,Y
4306,BP3R529,601009,Bank of Nanjing Co. Ltd.,N
4307,BZ168H4,CCAP,Corestate Capital Holding SA,Y
4308,6179733,2501,Cathay Real Estate Development Co. Ltd.,Y
4309,B03HDJ7,STOB,Stobart Group Ltd.,Y
4310,B0W9LL2,83790,CrystalGenomics Inc.,Y
4311,BG6DZJ8,1877,Shanghai Junshi Biosciences Co. Ltd.,N
4312,B03MV32,KRDMD,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,N
4313,BGV71W0,CRN,Coronado Global Resources Inc.,N
4314,B8L1BL5,816,Huadian Fuxin Energy Corp. Ltd.,N
4315,6906760,6101,Tsugami Corp.,Y
4316,4717629,RHK,RHOEN-KLINIKUM AG,N
4317,6094922,2393,Everlight Electronics Co. Ltd.,Y
4318,BJVD378,RFF,Rural Funds Group,Y
4319,BJ34614,1513,Livzon Pharmaceutical Group Inc.,N
4320,BFZCT20,SOKM,Sok Marketler Ticaret AS,Y
4321,BD3RVD8,LTTS,L&T Technology Services Ltd.,N
4322,B064B91,EUR,Eurocash SA,N
4323,6331566,BJTOTO,Berjaya Sports Toto Bhd.,N
4324,6776974,6516,Sanyo Denki Co. Ltd.,Y
4325,B0PVBN7,808,Prosperity REIT,N
4326,6408976,8255,Axial Retailing Inc.,N
4327,B01S2L7,8698,Monex Group Inc.,N
4328,B3FJNX6,3632,Gree Inc.,Y
4329,6605993,26960,Dongsuh Cos. Inc.,N
4330,5446632,RAIVV,Raisio Oyj,N
4331,BKRC097,9090,Maruwa Unyu Kikan Co. Ltd.,Y
4332,6677141,POL,Pakistan Oilfields Ltd.,N
4333,BDFLJY5,3612,World Co. Ltd.,Y
4334,6105028,7862,Toppan Forms Co. Ltd.,N
4335,B3YX6Q3,ARMADA,Bumi Armada Bhd.,Y
4336,6597647,9302,Mitsui-Soko Holdings Co. Ltd.,Y
4337,B531ND8,BITA,Bitauto Holdings Ltd. ADR,Y
4338,6419956,9543,Shizuoka Gas Co. Ltd.,Y
4339,B1FLW42,BRPR3,BR Properties SA,Y
4340,BXRTP38,HEMF PREF,Hemfosa Fastigheter AB Preference Shares,N
4341,6149383,8060,Daeduck Electronics Co.,Y
4342,BD5LQY4,2600,Lingyi iTech Guangdong Co.,N
4343,B1P1GJ5,90460,BH Co. Ltd.,Y
4344,6301989,7717,V Technology Co. Ltd.,N
4345,B1LJ518,8086,Advanced Wireless Semiconductor Co.,Y
4346,B018L76,2866,COSCO SHIPPING Development Co. Ltd.,N
4347,B9C3D99,170900,Dong-A ST Co. Ltd.,Y
4348,B3F97B2,ENA,Enea SA,N
4349,B0WHYY0,2471,S-Pool Inc.,N
4350,BD5CDB3,661,Changchun High & New Technology Industry Group Inc.,N
4351,BZCNHW2,ING,Inghams Group Ltd.,N
4352,6750848,1098,Road King Infrastructure Ltd.,N
4353,6355180,7917,Fujimori Kogyo Co. Ltd.,N
4354,6483627,4047,Kanto Denka Kogyo Co. Ltd.,N
4355,6133687,7595,Argo Graphics Inc.,Y
4356,6339429,FIBIH,FIBI Holdings Ltd.,N
4357,4253350,DAN,Danieli & C Officine Meccaniche SPA,Y
4358,6331555,35,Far East Consortium International Ltd.,N
4359,BKF1BG0,TSG,Tsogo Sun Gaming Ltd.,N
4360,B60BD27,SDRY,Superdry plc,Y
4361,6515821,8194,Life Corp.,N
4362,6066761,FNP,Freedom Foods Group Ltd.,N
4363,5996159,RIEN,Rieter Holding AG,N
4364,BS7K5P8,601225,Shaanxi Coal Industry Co. Ltd. Class A,N
4365,B2QP4C2,IBVENTURES,Indiabulls Ventures Ltd.,Y
4366,6669416,PSO,Pakistan State Oil Co. Ltd.,Y
4367,BZ6STL6,MTRO,Metro Bank plc,Y
4368,BF10HN5,SLK,SeaLink Travel Group Ltd.,Y
4369,B953PM3,DQ,Daqo New Energy Corp. ADR,Y
4370,BQN1C50,AKSO,Aker Solutions ASA,Y
4371,B1ZBYD5,7821,Maeda Kosen Co. Ltd.,N
4372,BD5CNN5,2230,Iflytek Co. Ltd.,N
4373,BP3R3R0,600703,Sanan Optoelectronics Co. Ltd.,N
4374,B1VZ5G1,SCIENTX,Scientex Bhd.,Y
4375,B1HHF49,5440,Kyoei Steel Ltd.,N
4376,BP3R5Q3,601933,Yonghui Superstores Co. Ltd.,N
4377,BJVD390,1636,China Metal Resources Utilization Ltd.,Y
4378,B02Q6G3,3374,XinTec Inc.,Y
4379,BGCWLC4,4137,Chlitina Holding Ltd.,Y
4380,6197285,308,China Travel International Investment Hong Kong Ltd.,Y
4381,B89X6B8,1383,Suncity Group Holdings Ltd.,N
4382,6557867,MRCB,Malaysian Resources Corp. Bhd.,Y
4383,B236JB2,826,Tiangong International Co. Ltd.,Y
4384,B5M7371,SXL,Southern Cross Media Group Ltd.,Y
4385,B058ZV4,CCOLA,Coca-Cola Icecek AS,Y
4386,2220936,SID,Cia Siderurgica Nacional SA ADR,N
4387,BQQP9S1,699,CAR Inc.,Y
4388,B85H8C9,ALPEKA,Alpek SAB de CV,N
